clientId,startDate,endDate,week,length,day
47631,2020-01-16 00:00:00,,1,30,"1,2,3,4,5,6,7"
47631,2020-01-16 00:00:00,,1,45,"1,2,3,4,5,6,7"
47631,2019-07-24 00:00:00,,1,60,"1,2,3,4,5,6,7"
47631,2020-02-07 00:00:00,,1,120,"1,2,3,4,5,6,7"
